rv,gene_name,mtbc0,h37rv_product,mycobrowser_product,mycobrowser_function,mycobrowser_ec,was_unknown_in_mycobrowser,atlas_verdict,atlas_confidence,atlas_function,atlas_ec,novelty,ahead_of_mycobrowser,ahead_via,ec_vs_mycobrowser,annotation_route,swissprot_curated,functional_basis,support_evidence,n_references
Rv1317c,alkA,mtbc0_001412,bifunctional regulatory protein/DNA repair enzyme AlkA,Probable bifunctional regulatory protein and DNA repair enzyme AlkA (regulatory protein of adaptative response) (methylphosphotriester-DNA--protein-cysteine S-methyltransferase),"Involved in the adaptive response to alkylation damage in DNA caused by alkylating agents. Repairs the SP diastereomer of DNA methylphosphotriester lesions by a direct and irreversible transfer of the methyl group to one of its own cysteine residues. The methylated ALKA protein acts as a positive regulator of its own synthesis, as well as that of other proteins.",,0,family_assigned,medium,"Bifunctional regulatory protein/DNA repair enzyme AlkA. Pfam: Ada_Zn_binding (PF02805.22), HTH_18 (PF12833.14), AlkA_N (PF06029.18), HhH-GPD (PF00730.32).",2.1.1.n11;3.2.2.21,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;pseudogene-candidate;MS-detected,0
Rv1318c,,mtbc0_001413,adenylate cyclase,Possible adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase),"Thought to play an essential role in regulation of cellular metabolism by catalysing the synthesis of a second messenger, camp [catalytic activity: ATP = 3',5'-cyclic AMP + pyrophosphate].",,0,family_assigned,medium,"Adenylate/guanylate cyclase domain-containing protein. Pfam: HAMP (PF00672.31), Guanylate_cyc (PF00211.26).",4.6.1.1,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1319c,,-,adenylate cyclase,Possible adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase),"Thought to play an essential role in regulation of cellular metabolism by catalysing the synthesis of a second messenger, camp [catalytic activity: ATP = 3',5'-cyclic AMP + pyrophosphate].",,0,requalified,high,"Adenylate cyclase. Pfam: HAMP (PF00672.31), Guanylate_cyc (PF00211.26).",4.6.1.1,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1320c,,mtbc0_001416,adenylate cyclase,Possible adenylate cyclase (ATP pyrophosphate-lyase) (adenylyl cyclase),"Thought to play an essential role in regulation of cellular metabolism by catalysing the synthesis of a second messenger, cAMP. May be involved in virulence [catalytic activity: ATP = 3',5'-cyclic AMP + pyrophosphate].",,0,family_assigned,medium,"Adenylate/guanylate cyclase domain-containing protein. Pfam: HAMP (PF00672.31), Guanylate_cyc (PF00211.26).",4.6.1.1,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,pseudogene-candidate;MS-detected,0
Rv1321,,-,endonuclease NucS,Conserved hypothetical protein,Function unknown,,1,requalified,high,"Endonuclease NucS. Pfam: NucS_N (PF21003.3), NucS_C (PF01939.22).",3.1.-.-,new_function,1,curated function (UniProt);EC number;COG category;requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1322,,mtbc0_001418,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,Contains Rv1322 (PF27609.1) domain(s); putative function inferred from the domain architecture.,,new_family_or_domain,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1322A,,-,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,"Contains Glyoxalase (PF00903.32), Glyoxalase_3 (PF13468.13), Glyoxalase_4 (PF13669.13) domain(s); putative function inferred from the domain architecture.",5.1.99.1,new_family_or_domain,1,EC number;COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1323,fadA4,-,acetyl-CoA acetyltransferase,Probable acetyl-CoA acetyltransferase FadA4 (acetoacetyl-CoA thiolase),"Function unknown, but supposed involvement in lipid degradation [catalytic activity: 2 acetyl-CoA = CoA + acetoacetyl-CoA].",2.3.1.9,0,requalified,high,"Acetyl-CoA acetyltransferase. Pfam: Thiolase_N (PF00108.30), ketoacyl-synt (PF00109.33), Thiolase_C (PF02803.25).",2.3.1.9,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1324,,mtbc0_001421,thioredoxin,Possible thioredoxin,"Thioredoxin participates in various redox reactions through the reversible oxidation of its active center dithiol, to a disulfide, & catalyzes dithiol-disulfide exchange reactions",,0,requalified,high,"Co-chaperone YbbN. Pfam: Thioredoxin (PF00085.27), TPR_20 (PF14561.13).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1325c,PE_PGRS24,-,PE-PGRS family protein PE_PGRS24,PE-PGRS family protein PE_PGRS24,Function unknown,,0,family_assigned,medium,"PE-PGRS family protein PE_PGRS24. Pfam: PE (PF00934.26), PGRS (PF21526.3).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1326c,glgB,mtbc0_001423,"1,4-alpha-glucan branching protein","1,4-alpha-glucan branching enzyme GlgB (glycogen branching enzyme)","Involved in glycogen biosynthesis (cytoplasmic polysaccharides) (third step) [catalytic activity: formation of 1,6-glucosidic linkages of glycogen].",2.4.1.18,0,requalified,high,"1%2C4-alpha-glucan branching protein GlgB. Pfam: GlgB_N (PF22019.3), CBM_48 (PF02922.25), Alpha-amylase (PF00128.32), Alpha-amylase_C (PF02806.25).",2.4.1.18,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;vulnerable;purifying-selection;MS-detected,0
Rv1327c,glgE,-,"alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase",M1P-dependent maltosyltransferase GlgE,Function unknown; probably involved in polysaccharides degradation.,3.2.1.-,0,requalified,high,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase. Pfam: GlgE_dom_N_S (PF11896.15), GLGE_C (PF21702.4).",2.4.99.16,ec_disagreement,0,,differ,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,essential;vulnerable;MS-detected,0
Rv1328,glgP,mtbc0_001425,glycogen phosphorylase,Probable glycogen phosphorylase GlgP,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties [catalytic activity: {(1,4)-alpha-D-glucosyl}(N) + phosphate = {(1,4)-alpha-D-glucosyl}(N-1) + alpha-D-glucose 1-phosphate].",2.4.1.1,0,family_assigned,medium,"Glycosyltransferase family 1 protein. Pfam: DUF3417 (PF11897.14), Phosphorylase (PF00343.27), GlgP_C (PF28476.1).",2.4.1.1,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1329c,dinG,mtbc0_001426,ATP-dependent helicase DinG,Probable ATP-dependent helicase DinG,Probable helicase involved in DNA repair and perhaps also replication.,3.6.4.12,0,requalified,high,"ATP-dependent helicase DinG. Pfam: DEAD (PF00270.36), Helicase_C_2 (PF13307.13).",3.6.4.12;5.6.2.3,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1330c,pncB1,mtbc0_001427,nicotinic acid phosphoribosyltransferase PncB1,Nicotinic acid phosphoribosyltransferase PncB1,Involved in NAD salvage. Phosphoribosylation of nicotinic acid. [catalytic activity: nicotinate + 5-phosphoribosyl 1-pyrophosphate = nicotinate mononucleotide + diphosphate],2.4.2.11,0,requalified,high,"Nicotinate phosphoribosyltransferase. Pfam: NAPRTase_N (PF17767.8), QRPTase_C (PF01729.26), NAPRTase (PF04095.23).",6.3.4.21,ec_disagreement,0,,differ,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,pseudogene-candidate;MS-detected,0
Rv1331,clpS,mtbc0_001428,ATP-dependent Clp protease adapter protein ClpS,Conserved hypothetical protein,Function unknown,,1,requalified,high,ATP-dependent Clp protease adapter ClpS. Pfam: ClpS (PF02617.23).,,new_function,1,curated function (UniProt);requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1332,,-,transcriptional regulator,Probable transcriptional regulatory protein,Involved in transcriptional mechanism.,,0,family_assigned,low,Transcriptional regulator.,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1333,,mtbc0_001430,hydrolase,Probable hydrolase,Function unknown; probably involved in cellular metabolism,,0,family_assigned,medium,P1 family peptidase. Pfam: Peptidase_S58 (PF03576.20).,3.4.11.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1334,mec,mtbc0_001431,[CysO,Possible hydrolase,Possibly involved in cysteine biosynthesis. Generates cysteine from hydrolysis of CysO-CYS.,,0,requalified,high,CysO-cysteine peptidase. Pfam: Prok-JAB (PF14464.12).,3.13.1.6,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1335,cysO,mtbc0_001432,sulfur carrier protein CysO,Sulfur carrier protein CysO,"Probably involved in cysteine biosynthesis, as sulfur donor in thiocarboxylated form.",,0,requalified,high,Sulfur carrier protein CysO. Pfam: ThiS (PF02597.27).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1336,cysM,mtbc0_001433,O-phosphoserine sulfhydrylase,Cysteine synthase B CysM (CSASE B) (O-phosphoserine sulfhydrylase B) (O-phosphoserine (thiol)-lyase B),Involved in cysteine biosynthesis [catalytic activity: O-phospho-L-serine + H(2)S = L-cysteine + phosphate],2.5.1.47,0,requalified,high,O-phosphoserine sulfhydrylase. Pfam: PALP (PF00291.32).,2.5.1.113,ec_reclassified,0,,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1337,,mtbc0_001434,integral membrane protein,Probable integral membrane protein,,,0,family_assigned,medium,Rhomboid family intramembrane serine protease. Pfam: Rhomboid (PF01694.29).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1338,murI,mtbc0_001435,glutamate racemase,Probable glutamate racemase MurI,Involved in peptidoglycan biosynthesis. Provides the (R)-glutamic acid required for cell wall biosynthesis [catalytic activity: L-glutamate = D-glutamate],5.1.1.3,0,requalified,high,Glutamate racemase. Pfam: Asp_Glu_race (PF01177.28).,5.1.1.3,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;vulnerable;purifying-selection;MS-detected,0
Rv1339,,-,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,"Contains Anti-Pycsar_Apyc1 (PF23023.2), Lactamase_B (PF00753.34), Lactamase_B_2 (PF12706.14) domain(s); putative function inferred from the domain architecture.",,new_family_or_domain,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING;phenotype,vulnerable;purifying-selection;MS-detected,0
Rv1340,rphA,mtbc0_001437,ribonuclease PH,Probable ribonuclease RphA (RNase PH) (tRNA nucleotidyltransferase),RNase PH is a phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates [catalytic activity: {tRNA}(N+1) + phosphate = {tRNA}(N) + a nucleoside diphosphate].,2.7.7.56,0,requalified,high,"Ribonuclease PH. Pfam: RNase_PH (PF01138.28), RNase_PH_C (PF03725.21).",2.7.7.56,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv1341,rdgB,mtbc0_001438,non-canonical purine NTP pyrophosphatase,Conserved protein,Function unknown,3.6.1.15,1,family_assigned,medium,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase. Pfam: Ham1p_like (PF01725.22).,3.6.1.66,new_family_or_domain,1,curated function (UniProt);EC number;COG category,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1342c,,-,hypothetical protein,Conserved membrane protein,,,0,family_assigned,low,Polytopic integral membrane protein with 3 predicted transmembrane helices (DeepTMHMM). RefSeq leaves it 'hypothetical protein'. A topological feature consistent with a membrane transporter/permease or membrane-embedded enzyme; the transported substrate and molecular function are undetermined.,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,essential;purifying-selection;MS-detected,0
Rv1343c,lprD,mtbc0_001440,lipoprotein LprD,Probable conserved lipoprotein LprD,,,0,family_assigned,low,"GutM/SrlR-like operon-regulator-family protein (eggNOG COG1566, COG category V). RefSeq leaves it 'hypothetical protein'. Regulatory role suggested by orthology; target operon undetermined.",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;STRING,essential;MS-detected,0
Rv1344,mbtL,-,acyl carrier protein MbtL,Acyl carrier protein (ACP) MbtL,Thought to be involved in the biogenesis of the hydroxyphenyloxazoline-containing siderophore mycobactins,,0,requalified,high,Acyl carrier protein MbtL. Pfam: PP-binding (PF00550.32).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1345,mbtM,mtbc0_001442,long-chain-fatty-acid--ACP ligase MbtM,Probable fatty acyl-AMP ligase MbtM,Thought to be involved in the biogenesis of the hydroxyphenyloxazoline-containing siderophore mycobactins,6.2.1.20,0,requalified,high,Long-chain-fatty acid--ACP ligase MbtM. Pfam: AMP-binding (PF00501.35).,6.2.1.20;6.2.1.47,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1346,mbtN,mtbc0_001443,acyl-[acyl-carrier-protein,Acyl-CoA dehydrogenase MbtN,Thought to be involved in the biogenesis of the hydroxyphenyloxazoline-containing siderophore mycobactins,1.3.99.-,0,requalified,high,"Acyl-ACP dehydrogenase MbtN. Pfam: Acyl-CoA_dh_M (PF02770.25), Acyl-CoA_dh_1 (PF00441.30).",1.3.99.-,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1347c,mbtK,mtbc0_001444,lysine N-acetyltransferase MbtK,Lysine N-acetyltransferase MbtK,Involved in the biogenesis of the hydroxyphenyloxazoline-containing siderophore mycobactins,2.3.1.-,0,requalified,high,Lysine N-acyltransferase MbtK. Pfam: Acetyltransf_8 (PF13523.13).,2.3.1.-,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv1348,irtA,mtbc0_001446,iron ABC transporter ATP-binding protein/permease IrtA,Iron-regulated transporter IrtA,Involved in iron homeostasis. Responsible for energy coupling to the transport system and for the translocation of the substrate across the membrane.,,0,family_assigned,medium,"Iron ABC transporter ATP-binding protein/permease IrtA. Pfam: FAD_binding_9 (PF08021.18), SIP (PF04954.19), ABC_membrane (PF00664.29), ABC_tran (PF00005.34).",7.2.2.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;purifying-selection;MS-detected,0
Rv1349,irtB,mtbc0_001447,iron ABC transporter ATP-binding protein/permease IrtB,Iron-regulated transporter IrtB,Involved in iron homeostasis. Responsible for energy coupling to the transport system and for the translocation of the substrate across the membrane.,,0,family_assigned,medium,Iron ABC transporter ATP-binding protein/permease IrtB. Pfam: ABC_tran (PF00005.34).,7.2.2.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;purifying-selection;MS-detected,0
Rv1350,fabG2,mtbc0_001449,3-oxoacyl-ACP reductase FabG,Probable 3-oxoacyl-[acyl-carrier protein] reductase FabG2 (3-ketoacyl-acyl carrier protein reductase),Involved in the fatty acid biosynthesis pathway (first reduction step) [catalytic activity: (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+ = 3-oxoacyl-[acyl-carrier protein] + NADPH].,1.-.-.-,0,requalified,high,"3-oxoacyl-ACP reductase FabG. Pfam: adh_short (PF00106.32), KR (PF08659.17), adh_short_C2 (PF13561.13).",1.-.-.-;1.1.1.100,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1351,,-,hypothetical protein,Hypothetical protein,,,1,dark,low,Conserved hypothetical protein; no recognised domain. Function unknown.,,still_unknown,0,,,unknown,1,SwissProt;Foldseek;STRING,,0
Rv1352,,mtbc0_001452,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,Contains Rv1352 (PF27111.1) domain(s); putative function inferred from the domain architecture.,,new_family_or_domain,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1353c,,mtbc0_001453,HTH-type transcriptional regulator,Probable transcriptional regulatory protein,Involved in transcriptional mechanism,,0,family_assigned,medium,"TetR/AcrR family transcriptional regulator C-terminal domain-containing protein. Pfam: TetR_N (PF00440.30), TetR_C_1 (PF02909.23).",,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv1354c,,mtbc0_001454,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,requalified,high,"Bifunctional diguanylate cyclase/phosphodiesterase. Pfam: GAF_2 (PF13185.13), GAF (PF01590.33), GGDEF (PF00990.27), EAL (PF00563.26).",,new_function,1,COG category;requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv1355c,moeY,mtbc0_001455,molybdopterin biosynthesis protein MoeY,Possible molybdopterin biosynthesis protein MoeY,"Involved in biosynthesis of a demolybdo cofactor (molybdopterin), necessary for molybdoenzymes. Plays a role in the activation of the small subunit of the molybdopterin converting factor (MOAD)",,0,family_assigned,medium,Rv1355c family protein. Pfam: ThiF (PF00899.28).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
